H2,CH4,C2H6,C2H4,C2H2,Fault Type,R1_C2H2_C2H4,R2_CH4_H2,R3_C2H4_C2H6,Rogers_Prediction,label_encoded,RF_Pred_encoded,RF_Pred_Label
1500.0,395.0,28.0,395.0,323.0,High Energy Discharge (Arcing),0.8177215189873418,0.2633333333333333,14.107142857142858,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
10.0,15.0,1e-06,1e-06,35.0,High Energy Discharge (Arcing),35000000.0,1.5,1.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
1570.0,1110.0,175.0,1780.0,1830.0,High Energy Discharge (Arcing),1.0280898876404494,0.7070063694267515,10.17142857142857,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
22.0,14.0,19.0,6.0,56.0,High Energy Discharge (Arcing),9.333333333333334,0.6363636363636364,0.3157894736842105,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
1249.0,370.0,56.0,606.0,1371.0,High Energy Discharge (Arcing),2.262376237623762,0.2962369895916733,10.821428571428571,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
1900.0,530.0,35.0,383.0,434.0,High Energy Discharge (Arcing),1.133159268929504,0.2789473684210526,10.942857142857143,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
5900.0,1500.0,68.0,1200.0,2300.0,High Energy Discharge (Arcing),1.9166666666666667,0.2542372881355932,17.647058823529413,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
3700.0,1690.0,128.0,2810.0,3270.0,High Energy Discharge (Arcing),1.1637010676156583,0.45675675675675675,21.953125,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
75.0,5.0,31.0,69.0,36.0,High Energy Discharge (Arcing),0.5217391304347826,0.06666666666666667,2.225806451612903,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
323.0,115.0,7.0,130.0,446.0,High Energy Discharge (Arcing),3.4307692307692306,0.3560371517027864,18.571428571428573,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
127.0,107.0,11.0,154.0,224.0,High Energy Discharge (Arcing),1.4545454545454546,0.84251968503937,14.0,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
3090.0,5020.0,323.0,3800.0,2540.0,High Energy Discharge (Arcing),0.6684210526315789,1.6245954692556634,11.764705882352942,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
48.0,20.0,69.0,41.0,31.0,High Energy Discharge (Arcing),0.7560975609756098,0.4166666666666667,0.5942028985507246,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
60.0,5.0,2.0,21.0,21.0,High Energy Discharge (Arcing),1.0,0.08333333333333333,10.5,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
30.0,14.0,1.0,9.0,43.0,High Energy Discharge (Arcing),4.777777777777778,0.4666666666666667,9.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
7020.0,1850.0,1e-06,2960.0,4410.0,High Energy Discharge (Arcing),1.489864864864865,0.26353276353276356,2960000000.0,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
1170.0,255.0,18.0,312.0,325.0,High Energy Discharge (Arcing),1.0416666666666667,0.21794871794871795,17.333333333333332,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
858.0,1324.0,208.0,2793.0,7672.0,High Energy Discharge (Arcing),2.7468671679197993,1.543123543123543,13.427884615384615,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
14.3,92.6,83.9,16.7,26.8,High Energy Discharge (Arcing),1.6047904191616769,6.475524475524475,0.19904648390941596,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
57.0,148.0,197.0,72.0,42.0,High Energy Discharge (Arcing),0.5833333333333334,2.5964912280701755,0.36548223350253806,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
260.0,215.0,35.0,334.0,277.0,High Energy Discharge (Arcing),0.8293413173652695,0.8269230769230769,9.542857142857143,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
215.0,84.8,87.7,1002.0,212.0,High Energy Discharge (Arcing),0.21157684630738524,0.3944186046511628,11.425313568985176,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
440.0,89.0,19.0,304.0,757.0,High Energy Discharge (Arcing),2.4901315789473686,0.20227272727272727,16.0,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
77.0,36.0,27.0,18.0,76.0,High Energy Discharge (Arcing),4.222222222222222,0.4675324675324675,0.6666666666666666,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
60.0,85.0,5.0,67.0,227.0,High Energy Discharge (Arcing),3.388059701492537,1.4166666666666667,13.4,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
594.0,230.0,44.0,130.0,102.0,High Energy Discharge (Arcing),0.7846153846153846,0.3872053872053872,2.9545454545454546,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
1820.0,405.0,35.0,365.0,634.0,High Energy Discharge (Arcing),1.736986301369863,0.22252747252747251,10.428571428571429,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
123.0,50.7,9.0,62.0,65.9,High Energy Discharge (Arcing),1.0629032258064517,0.41219512195121955,6.888888888888889,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
90.0,28.0,8.0,31.0,32.0,High Energy Discharge (Arcing),1.032258064516129,0.3111111111111111,3.875,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
26.6,4.0,1e-06,8.0,50.0,High Energy Discharge (Arcing),6.25,0.15037593984962405,8000000.0,Unknown/Other,0,2.0,Low Energy Discharge
46.0,21.0,1.0,11.0,93.0,High Energy Discharge (Arcing),8.454545454545455,0.45652173913043476,11.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
13.0,3.0,1.0,3.0,6.0,High Energy Discharge (Arcing),2.0,0.23076923076923078,3.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
305.0,85.0,25.0,197.0,130.0,High Energy Discharge (Arcing),0.6598984771573604,0.2786885245901639,7.88,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
75.0,15.0,7.0,14.0,26.0,High Energy Discharge (Arcing),1.8571428571428572,0.2,2.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
307.0,22.0,2.0,33.0,109.0,High Energy Discharge (Arcing),3.303030303030303,0.07166123778501629,16.5,Unknown/Other,0,2.0,Low Energy Discharge
1e-06,21.0,1e-06,1e-06,40.0,High Energy Discharge (Arcing),40000000.0,21000000.0,1.0,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
88.0,45.0,57.0,15.0,39.0,High Energy Discharge (Arcing),2.6,0.5113636363636364,0.2631578947368421,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
80.0,28.0,4.0,15.0,107.0,High Energy Discharge (Arcing),7.133333333333334,0.35,3.75,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
755.0,229.0,32.0,404.0,460.0,High Energy Discharge (Arcing),1.1386138613861385,0.3033112582781457,12.625,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
530.0,345.0,85.0,266.0,250.0,High Energy Discharge (Arcing),0.9398496240601504,0.6509433962264151,3.1294117647058823,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
310.0,230.0,54.0,610.0,760.0,High Energy Discharge (Arcing),1.2459016393442623,0.7419354838709677,11.296296296296296,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
620.0,325.0,38.0,181.0,244.0,High Energy Discharge (Arcing),1.3480662983425415,0.5241935483870968,4.7631578947368425,High Energy Discharge (Arcing),0,0.0,High Energy Discharge (Arcing)
4906.0,8784.0,1404.0,9924.0,9671.0,High Energy Discharge (Arcing),0.9745062474808545,1.7904606604158173,7.068376068376068,Unknown/Other,0,0.0,High Energy Discharge (Arcing)
85.0,98.0,315.0,30.0,1e-06,Low Temperature Overheating,3.3333333333333334e-08,1.1529411764705881,0.09523809523809523,Unknown/Other,3,3.0,Low Temperature Overheating
12.0,28.0,102.0,3.0,1e-06,Low Temperature Overheating,3.333333333333333e-07,2.3333333333333335,0.029411764705882353,Unknown/Other,3,3.0,Low Temperature Overheating
36.0,167.0,230.0,18.0,1e-06,Low Temperature Overheating,5.5555555555555555e-08,4.638888888888889,0.0782608695652174,Unknown/Other,3,3.0,Low Temperature Overheating
24.0,47.0,113.0,10.0,1e-06,Low Temperature Overheating,1e-07,1.9583333333333333,0.08849557522123894,Unknown/Other,3,3.0,Low Temperature Overheating
54.9,8.8,80.0,2.5,1e-06,Low Temperature Overheating,4e-07,0.1602914389799636,0.03125,Normal,3,3.0,Low Temperature Overheating
112.0,68.0,136.0,9.0,1e-06,Low Temperature Overheating,1.1111111111111111e-07,0.6071428571428571,0.0661764705882353,Normal,3,3.0,Low Temperature Overheating
7.0,15.0,78.0,58.0,1e-06,Low Temperature Overheating,1.7241379310344825e-08,2.142857142857143,0.7435897435897436,Unknown/Other,3,3.0,Low Temperature Overheating
219.0,44.0,3.0,3.0,1e-06,Low Temperature Overheating,3.333333333333333e-07,0.2009132420091324,1.0,Low Temperature Overheating,3,3.0,Low Temperature Overheating
39.4,65.2,103.9,8.1,1e-06,Low Temperature Overheating,1.234567901234568e-07,1.6548223350253808,0.07795957651588065,Unknown/Other,3,3.0,Low Temperature Overheating
95.0,110.0,160.0,50.0,1e-06,Low Temperature Overheating,2e-08,1.1578947368421053,0.3125,Unknown/Other,3,3.0,Low Temperature Overheating
1e-06,153.0,395.0,11.7,1e-06,Low Temperature Overheating,8.547008547008547e-08,153000000.0,0.02962025316455696,Unknown/Other,3,3.0,Low Temperature Overheating
121.0,73.0,179.0,11.0,1e-06,Low Temperature Overheating,9.09090909090909e-08,0.6033057851239669,0.061452513966480445,Normal,3,3.0,Low Temperature Overheating
74.0,173.0,263.0,33.0,1e-06,Low Temperature Overheating,3.0303030303030305e-08,2.3378378378378377,0.12547528517110265,Unknown/Other,3,3.0,Low Temperature Overheating
13.0,59.0,117.0,44.0,1e-06,Low Temperature Overheating,2.2727272727272725e-08,4.538461538461538,0.37606837606837606,Unknown/Other,3,3.0,Low Temperature Overheating
13.0,138.0,83.0,16.0,1e-06,Low Temperature Overheating,6.25e-08,10.615384615384615,0.1927710843373494,Unknown/Other,3,3.0,Low Temperature Overheating
36.0,21.0,65.0,2.0,1e-06,Low Temperature Overheating,5e-07,0.5833333333333334,0.03076923076923077,Normal,3,3.0,Low Temperature Overheating
9.0,56.0,135.0,7.0,1.0,Low Temperature Overheating,0.14285714285714285,6.222222222222222,0.05185185185185185,Unknown/Other,3,3.0,Low Temperature Overheating
1e-06,187.0,609.0,13.0,1e-06,Low Temperature Overheating,7.692307692307692e-08,187000000.0,0.021346469622331693,Unknown/Other,3,3.0,Low Temperature Overheating
820.0,1740.0,951.0,867.0,128.0,Low Temperature Overheating,0.14763552479815456,2.1219512195121952,0.9116719242902208,Unknown/Other,3,3.0,Low Temperature Overheating
10.0,56.0,72.0,70.0,1e-06,Low Temperature Overheating,1.4285714285714284e-08,5.6,0.9722222222222222,Unknown/Other,3,3.0,Low Temperature Overheating
12.0,18.0,4.0,4.0,1e-06,Low Temperature Overheating,2.5e-07,1.5,1.0,Medium Temperature Overheating (<700C),3,3.0,Low Temperature Overheating
10.0,26.0,147.0,6.0,1e-06,Low Temperature Overheating,1.6666666666666665e-07,2.6,0.04081632653061224,Unknown/Other,3,3.0,Low Temperature Overheating
143.2,123.0,38.0,75.0,1e-06,Low Temperature Overheating,1.3333333333333332e-08,0.8589385474860336,1.9736842105263157,Low Temperature Overheating,3,3.0,Low Temperature Overheating
18.0,30.0,146.0,8.0,1e-06,Low Temperature Overheating,1.25e-07,1.6666666666666667,0.0547945205479452,Unknown/Other,3,3.0,Low Temperature Overheating
27.0,28.0,136.0,8.0,1e-06,Low Temperature Overheating,1.25e-07,1.037037037037037,0.058823529411764705,Unknown/Other,3,3.0,Low Temperature Overheating
34.0,8.6,70.3,3.1,1e-06,Low Temperature Overheating,3.225806451612903e-07,0.2529411764705882,0.044096728307254626,Normal,3,3.0,Low Temperature Overheating
113.0,137.0,173.0,34.0,1e-06,Low Temperature Overheating,2.941176470588235e-08,1.2123893805309736,0.19653179190751446,Unknown/Other,3,3.0,Low Temperature Overheating
45.0,125.0,111.0,25.0,1e-06,Low Temperature Overheating,4e-08,2.7777777777777777,0.22522522522522523,Unknown/Other,3,3.0,Low Temperature Overheating
78.0,66.0,62.0,2.6,1e-06,Low Temperature Overheating,3.846153846153846e-07,0.8461538461538461,0.041935483870967745,Normal,3,3.0,Low Temperature Overheating
55.0,22.0,358.0,2.6,1e-06,Low Temperature Overheating,3.846153846153846e-07,0.4,0.007262569832402235,Normal,3,3.0,Low Temperature Overheating
10.0,63.0,176.0,35.0,1e-06,Low Temperature Overheating,2.857142857142857e-08,6.3,0.19886363636363635,Unknown/Other,3,3.0,Low Temperature Overheating
11.0,271.0,465.0,32.0,1e-06,Low Temperature Overheating,3.125e-08,24.636363636363637,0.06881720430107527,Unknown/Other,3,3.0,Low Temperature Overheating
34.0,30.0,34.0,2.5,1e-06,Low Temperature Overheating,4e-07,0.8823529411764706,0.07352941176470588,Normal,3,3.0,Low Temperature Overheating
187.0,86.0,155.0,21.0,6.0,Low Temperature Overheating,0.2857142857142857,0.45989304812834225,0.13548387096774195,Unknown/Other,3,3.0,Low Temperature Overheating
93.5,131.9,39.0,11.7,1e-06,Low Temperature Overheating,8.547008547008547e-08,1.4106951871657754,0.3,Unknown/Other,3,3.0,Low Temperature Overheating
48.0,40.0,11.0,0.5,1e-06,Low Temperature Overheating,2e-06,0.8333333333333334,0.045454545454545456,Normal,3,3.0,Low Temperature Overheating
124.0,166.0,87.0,59.0,1e-06,Low Temperature Overheating,1.6949152542372882e-08,1.3387096774193548,0.6781609195402298,Unknown/Other,3,3.0,Low Temperature Overheating
8.0,16.0,88.0,7.0,1e-06,Low Temperature Overheating,1.4285714285714285e-07,2.0,0.07954545454545454,Unknown/Other,3,3.0,Low Temperature Overheating
320.0,131.0,187.0,127.0,1e-06,Low Temperature Overheating,7.874015748031496e-09,0.409375,0.679144385026738,Normal,3,3.0,Low Temperature Overheating
92.0,27.0,67.0,7.0,1e-06,Low Temperature Overheating,1.4285714285714285e-07,0.29347826086956524,0.1044776119402985,Normal,3,3.0,Low Temperature Overheating
900.0,9180.0,1e-06,900.0,22.0,Low Temperature Overheating,0.024444444444444446,10.2,900000000.0,High Temperature Overheating (>700C),3,3.0,Low Temperature Overheating
6.0,197.0,476.9,16.9,1e-06,Low Temperature Overheating,5.9171597633136094e-08,32.833333333333336,0.03543719857412456,Unknown/Other,3,3.0,Low Temperature Overheating
1e-06,215.0,555.0,18.4,1e-06,Low Temperature Overheating,5.4347826086956524e-08,215000000.0,0.03315315315315315,Unknown/Other,3,3.0,Low Temperature Overheating
78.0,66.0,283.0,2.6,1e-06,Low Temperature Overheating,3.846153846153846e-07,0.8461538461538461,0.009187279151943463,Normal,3,3.0,Low Temperature Overheating
130.0,140.0,24.0,120.0,1e-06,Low Temperature Overheating,8.333333333333334e-09,1.0769230769230769,5.0,High Temperature Overheating (>700C),3,3.0,Low Temperature Overheating
10.0,24.0,80.0,5.0,1e-06,Low Temperature Overheating,2e-07,2.4,0.0625,Unknown/Other,3,3.0,Low Temperature Overheating
1e-06,224.0,1e-06,45.0,1e-06,Low Temperature Overheating,2.222222222222222e-08,224000000.0,45000000.0,High Temperature Overheating (>700C),3,3.0,Low Temperature Overheating
19.0,48.0,76.0,18.0,1e-06,Low Temperature Overheating,5.5555555555555555e-08,2.526315789473684,0.23684210526315788,Unknown/Other,3,3.0,Low Temperature Overheating
6.0,38.0,93.0,32.0,1e-06,Low Temperature Overheating,3.125e-08,6.333333333333333,0.34408602150537637,Unknown/Other,3,3.0,Low Temperature Overheating
11.0,46.0,155.0,18.0,1e-06,Low Temperature Overheating,5.5555555555555555e-08,4.181818181818182,0.11612903225806452,Unknown/Other,3,3.0,Low Temperature Overheating
27.0,49.0,192.0,9.0,1e-06,Low Temperature Overheating,1.1111111111111111e-07,1.8148148148148149,0.046875,Unknown/Other,3,3.0,Low Temperature Overheating
103.0,74.0,80.0,9.0,1e-06,Low Temperature Overheating,1.1111111111111111e-07,0.7184466019417476,0.1125,Normal,3,3.0,Low Temperature Overheating
31.2,8.9,119.0,4.4,1e-06,Low Temperature Overheating,2.2727272727272723e-07,0.2852564102564103,0.03697478991596639,Normal,3,3.0,Low Temperature Overheating
1e-06,33.7,136.0,11.4,1e-06,Low Temperature Overheating,8.771929824561403e-08,33700000.00000001,0.08382352941176471,Unknown/Other,3,3.0,Low Temperature Overheating
6.0,3.0,0.8,0.7,1e-06,Low Temperature Overheating,1.4285714285714286e-06,0.5,0.8749999999999999,Normal,3,3.0,Low Temperature Overheating
181.0,262.0,41.0,28.0,1e-06,Low Temperature Overheating,3.571428571428571e-08,1.4475138121546962,0.6829268292682927,Unknown/Other,3,3.0,Low Temperature Overheating
14.0,44.0,124.0,7.0,1.0,Low Temperature Overheating,0.14285714285714285,3.142857142857143,0.056451612903225805,Unknown/Other,3,3.0,Low Temperature Overheating
1.0,27.0,49.0,4.0,1.0,Low Temperature Overheating,0.25,27.0,0.08163265306122448,Unknown/Other,3,3.0,Low Temperature Overheating
50.0,3.0,1.0,1e-06,1e-06,Low Temperature Overheating,1.0,0.06,1e-06,Unknown/Other,3,3.0,Low Temperature Overheating
21.0,14.0,191.0,90.0,1e-06,Low Temperature Overheating,1.111111111111111e-08,0.6666666666666666,0.4712041884816754,Normal,3,3.0,Low Temperature Overheating
160.0,130.0,33.0,96.0,1e-06,Low Temperature Overheating,1.0416666666666666e-08,0.8125,2.909090909090909,Low Temperature Overheating,3,3.0,Low Temperature Overheating
16.0,68.0,157.0,19.0,1e-06,Low Temperature Overheating,5.2631578947368416e-08,4.25,0.12101910828025478,Unknown/Other,3,3.0,Low Temperature Overheating
122.0,161.0,271.0,35.0,1e-06,Low Temperature Overheating,2.857142857142857e-08,1.319672131147541,0.12915129151291513,Unknown/Other,3,3.0,Low Temperature Overheating
4.0,99.0,82.0,4.2,0.1,Low Temperature Overheating,0.023809523809523808,24.75,0.051219512195121955,Unknown/Other,3,3.0,Low Temperature Overheating
157.0,46.0,76.0,12.0,1e-06,Low Temperature Overheating,8.333333333333333e-08,0.2929936305732484,0.15789473684210525,Normal,3,3.0,Low Temperature Overheating
38.0,38.0,296.0,14.0,1e-06,Low Temperature Overheating,7.142857142857142e-08,1.0,0.0472972972972973,Normal,3,3.0,Low Temperature Overheating
24.7,20.4,117.0,71.0,6.8,Low Temperature Overheating,0.09577464788732394,0.825910931174089,0.6068376068376068,Normal,3,3.0,Low Temperature Overheating
74.8,30.1,82.3,13.6,1e-06,Low Temperature Overheating,7.352941176470588e-08,0.4024064171122995,0.1652490886998785,Normal,3,3.0,Low Temperature Overheating
33.0,29.0,9.0,12.0,1e-06,Low Temperature Overheating,8.333333333333333e-08,0.8787878787878788,1.3333333333333333,Low Temperature Overheating,3,3.0,Low Temperature Overheating
74.0,100.0,85.0,17.0,1e-06,Low Temperature Overheating,5.88235294117647e-08,1.3513513513513513,0.2,Unknown/Other,3,3.0,Low Temperature Overheating
5.0,14.0,234.0,5.0,1e-06,Low Temperature Overheating,2e-07,2.8,0.021367521367521368,Unknown/Other,3,3.0,Low Temperature Overheating
181.0,162.0,70.0,132.0,1e-06,Low Temperature Overheating,7.575757575757576e-09,0.8950276243093923,1.8857142857142857,Low Temperature Overheating,3,3.0,Low Temperature Overheating
36.0,94.0,78.0,13.0,2.0,Low Temperature Overheating,0.15384615384615385,2.611111111111111,0.16666666666666666,Unknown/Other,3,3.0,Low Temperature Overheating
505.57,475.35,242.3,524.45,3.29,Low Temperature Overheating,0.006273238630946706,0.9402258836560714,2.1644655385885265,Low Temperature Overheating,3,3.0,Low Temperature Overheating
25.0,49.0,42.0,58.0,1e-06,Medium Temperature Overheating,1.7241379310344825e-08,1.96,1.380952380952381,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
14.0,15.0,42.0,73.0,1e-06,Medium Temperature Overheating,1.3698630136986301e-08,1.0714285714285714,1.7380952380952381,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
180.0,175.0,75.0,50.0,4.0,Medium Temperature Overheating,0.08,0.9722222222222222,0.6666666666666666,Normal,4,4.0,Medium Temperature Overheating
59.0,119.0,36.0,70.0,1e-06,Medium Temperature Overheating,1.4285714285714284e-08,2.016949152542373,1.9444444444444444,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
185.0,302.0,27.0,33.0,1e-06,Medium Temperature Overheating,3.0303030303030305e-08,1.6324324324324324,1.2222222222222223,Medium Temperature Overheating (<700C),4,3.0,Low Temperature Overheating
1270.0,3450.0,520.0,1390.0,8.0,Medium Temperature Overheating,0.0057553956834532375,2.716535433070866,2.673076923076923,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
119.0,670.0,286.0,934.0,19.0,Medium Temperature Overheating,0.020342612419700215,5.630252100840337,3.265734265734266,High Temperature Overheating (>700C),4,4.0,Medium Temperature Overheating
72.0,442.0,221.0,461.0,0.7,Medium Temperature Overheating,0.0015184381778741865,6.138888888888889,2.085972850678733,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
16.0,98.0,35.0,64.0,1e-06,Medium Temperature Overheating,1.5625e-08,6.125,1.8285714285714285,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
41.0,65.0,22.0,58.0,1e-06,Medium Temperature Overheating,1.7241379310344825e-08,1.5853658536585367,2.6363636363636362,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
110.6,458.8,242.6,406.4,1e-06,Medium Temperature Overheating,2.4606299212598425e-09,4.1482820976491865,1.6751854905193735,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
200.0,700.0,250.0,740.0,1.0,Medium Temperature Overheating,0.0013513513513513514,3.5,2.96,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
15.0,159.0,29.0,87.0,1e-06,Medium Temperature Overheating,1.1494252873563218e-08,10.6,3.0,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
18.0,63.0,20.0,51.0,1e-06,Medium Temperature Overheating,1.9607843137254902e-08,3.5,2.55,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
54.0,143.0,23.0,101.0,1e-06,Medium Temperature Overheating,9.9009900990099e-09,2.6481481481481484,4.391304347826087,High Temperature Overheating (>700C),4,4.0,Medium Temperature Overheating
43.0,116.0,65.0,139.0,1e-06,Medium Temperature Overheating,7.194244604316546e-09,2.697674418604651,2.1384615384615384,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
73.0,177.0,37.0,52.0,1e-06,Medium Temperature Overheating,1.923076923076923e-08,2.4246575342465753,1.4054054054054055,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
57.0,141.0,38.0,51.0,1e-06,Medium Temperature Overheating,1.9607843137254902e-08,2.473684210526316,1.3421052631578947,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
15.0,139.0,160.0,343.0,1e-06,Medium Temperature Overheating,2.9154518950437316e-09,9.266666666666667,2.14375,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
23.51,61.33,45.21,98.03,1.01,Medium Temperature Overheating,0.01030296847903703,2.608677158655891,2.168325591683256,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
2.0,123.0,7.0,18.0,1e-06,Medium Temperature Overheating,5.5555555555555555e-08,61.5,2.5714285714285716,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
24.0,80.0,258.0,741.0,6.0,Medium Temperature Overheating,0.008097165991902834,3.3333333333333335,2.872093023255814,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
613.0,3240.0,1432.0,2788.0,1e-06,Medium Temperature Overheating,3.586800573888092e-10,5.285481239804241,1.946927374301676,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
109.0,226.0,68.0,192.0,1e-06,Medium Temperature Overheating,5.208333333333333e-09,2.073394495412844,2.823529411764706,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
35.0,283.0,121.0,222.0,1e-06,Medium Temperature Overheating,4.504504504504504e-09,8.085714285714285,1.834710743801653,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
2.0,5.0,81.0,172.0,1e-06,Medium Temperature Overheating,5.813953488372093e-09,2.5,2.123456790123457,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
30.4,117.0,44.2,138.0,0.1,Medium Temperature Overheating,0.0007246376811594203,3.848684210526316,3.1221719457013575,High Temperature Overheating (>700C),4,4.0,Medium Temperature Overheating
1e-06,6.0,52.0,67.0,1e-06,Medium Temperature Overheating,1.4925373134328357e-08,6000000.0,1.2884615384615385,Medium Temperature Overheating (<700C),4,3.0,Low Temperature Overheating
2004.0,9739.0,2750.0,5113.0,1e-06,Medium Temperature Overheating,1.9557989438685703e-10,4.8597804391217565,1.8592727272727272,Medium Temperature Overheating (<700C),4,1.0,High Temperature Overheating
31.0,63.0,246.0,714.0,7.0,Medium Temperature Overheating,0.00980392156862745,2.032258064516129,2.902439024390244,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
26.0,398.0,85.0,319.0,1e-06,Medium Temperature Overheating,3.134796238244514e-09,15.307692307692308,3.7529411764705882,High Temperature Overheating (>700C),4,4.0,Medium Temperature Overheating
152.0,32.0,28.0,55.0,1e-06,Medium Temperature Overheating,1.818181818181818e-08,0.21052631578947367,1.9642857142857142,Low Temperature Overheating,4,4.0,Medium Temperature Overheating
300.0,490.0,180.0,360.0,95.0,Medium Temperature Overheating,0.2638888888888889,1.6333333333333333,2.0,Unknown/Other,4,4.0,Medium Temperature Overheating
960.0,4000.0,1290.0,1560.0,6.0,Medium Temperature Overheating,0.0038461538461538464,4.166666666666667,1.2093023255813953,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
0.67,0.224,0.045,0.067,0.002,Medium Temperature Overheating,0.029850746268656716,0.33432835820895523,1.488888888888889,Low Temperature Overheating,4,4.0,Medium Temperature Overheating
1e-06,4.9,81.0,172.0,1e-06,Medium Temperature Overheating,5.813953488372093e-09,4900000.000000001,2.123456790123457,Medium Temperature Overheating (<700C),4,4.0,Medium Temperature Overheating
24.0,34.6,14.2,21.7,1e-06,Medium Temperature Overheating,4.608294930875576e-08,1.4416666666666667,1.528169014084507,Medium Temperature Overheating (<700C),4,3.0,Low Temperature Overheating
220.0,340.0,42.0,480.0,14.0,High Temperature Overheating,0.029166666666666667,1.5454545454545454,11.428571428571429,High Temperature Overheating (>700C),1,1.0,High Temperature Overheating
290.0,966.0,299.0,1810.0,57.0,High Temperature Overheating,0.03149171270718232,3.331034482758621,6.053511705685619,High Temperature Overheating (>700C),1,1.0,High Temperature Overheating
8800.0,64064.0,72128.0,95650.0,1e-06,High Temperature Overheating,1.0454783063251437e-11,7.28,1.3261146850044365,Medium Temperature Overheating (<700C),1,1.0,High Temperature Overheating
39.0,525.0,538.0,2925.0,16.0,High Temperature Overheating,0.00547008547008547,13.461538461538462,5.436802973977695,High Temperature Overheating (>700C),1,1.0,High Temperature Overheating
290.0,1260.0,231.0,820.0,8.0,High Temperature Overheating,0.00975609756097561,4.344827586206897,3.54978354978355,High Temperature Overheating (>700C),1,1.0,High Temperature Overheating
1e-06,153.0,130.0,677.0,13.0,High Temperature Overheating,0.019202363367799114,153000000.0,5.207692307692308,High Temperature Overheating (>700C),1,1.0,High Temperature Overheating
